	bitscore
20927	1016.0
20928	1016.0
20929	1016.0
20930	1017.0
20931	1017.0
20932	1017.0
20933	1017.0
20934	1017.0
20935	1017.0
20936	1017.0
20937	1017.0
20938	1018.0
20939	1018.0
20940	1018.0
20941	1018.0
20942	1018.0
20943	1018.0
20944	1018.0
20945	1018.0
20946	1018.0
20947	1018.0
20948	1018.0
20949	1019.0
20950	1019.0
20951	1019.0
20952	1019.0
20953	1019.0
20954	1019.0
20955	1019.0
20956	1019.0
20957	1019.0
20958	1019.0
20959	1019.0
20960	1019.0
20961	1019.0
20962	1019.0
20963	1019.0
20964	1020.0
20965	1020.0
20966	1020.0
20967	1020.0
20968	1021.0
20969	1021.0
20970	1021.0
20971	1021.0
20972	1021.0
20973	1021.0
20974	1021.0
20975	1021.0
20976	1021.0
20977	1021.0
20978	1021.0
20979	1022.0
20980	1022.0
20981	1022.0
20982	1022.0
20983	1022.0
20984	1023.0
20985	1023.0
20986	1023.0
20987	1023.0
20988	1023.0
20989	1023.0
20990	1023.0
20991	1024.0
20992	1024.0
20993	1024.0
20994	1024.0
20995	1024.0
20996	1024.0
20997	1024.0
20998	1024.0
20999	1024.0
21000	1024.0
21001	1025.0
21002	1025.0
21003	1025.0
21004	1025.0
21005	1025.0
21006	1025.0
21007	1026.0
21008	1026.0
21009	1026.0
21010	1026.0
21011	1026.0
21012	1026.0
21013	1026.0
21014	1026.0
21015	1026.0
21016	1026.0
21017	1027.0
21018	1027.0
21019	1027.0
21020	1027.0
21021	1027.0
21022	1027.0
21023	1027.0
21024	1027.0
21025	1027.0
21026	1027.0
21027	1027.0
21028	1028.0
21029	1028.0
21030	1028.0
21031	1028.0
21032	1028.0
21033	1028.0
21034	1028.0
21035	1028.0
21036	1028.0
21037	1028.0
21038	1028.0
21039	1028.0
21040	1028.0
21041	1028.0
21042	1028.0
21043	1028.0
21044	1028.0
21045	1029.0
21046	1029.0
21047	1029.0
21048	1029.0
21049	1029.0
21050	1029.0
21051	1029.0
21052	1029.0
21053	1029.0
21054	1029.0
21055	1029.0
21056	1029.0
21057	1030.0
21058	1030.0
21059	1030.0
21060	1030.0
21061	1030.0
21062	1030.0
21063	1030.0
21064	1031.0
21065	1031.0
21066	1031.0
21067	1031.0
21068	1031.0
21069	1031.0
21070	1031.0
21071	1031.0
21072	1031.0
21073	1032.0
21074	1033.0
21075	1033.0
21076	1033.0
21077	1033.0
21078	1033.0
21079	1033.0
21080	1033.0
21081	1033.0
21082	1033.0
21083	1033.0
21084	1033.0
21085	1033.0
21086	1033.0
21087	1034.0
21088	1034.0
21089	1034.0
21090	1034.0
21091	1034.0
21092	1034.0
21093	1034.0
21094	1034.0
21095	1034.0
21096	1034.0
21097	1035.0
21098	1035.0
21099	1035.0
21100	1035.0
21101	1035.0
21102	1035.0
21103	1035.0
21104	1035.0
21105	1035.0
21106	1035.0
21107	1035.0
21108	1035.0
21109	1035.0
21110	1035.0
21111	1036.0
21112	1036.0
21113	1036.0
21114	1036.0
21115	1036.0
21116	1036.0
21117	1036.0
21118	1036.0
21119	1036.0
21120	1036.0
21121	1036.0
21122	1036.0
21123	1036.0
21124	1036.0
21125	1036.0
21126	1036.0
21127	1037.0
21128	1037.0
21129	1037.0
21130	1037.0
21131	1037.0
21132	1037.0
21133	1037.0
21134	1038.0
21135	1038.0
21136	1038.0
21137	1038.0
21138	1038.0
21139	1039.0
21140	1039.0
21141	1039.0
21142	1039.0
21143	1039.0
21144	1039.0
21145	1040.0
21146	1040.0
21147	1040.0
21148	1040.0
21149	1040.0
21150	1040.0
21151	1040.0
21152	1040.0
21153	1040.0
21154	1040.0
21155	1040.0
21156	1040.0
21157	1040.0
21158	1041.0
21159	1041.0
21160	1041.0
21161	1041.0
21162	1041.0
21163	1041.0
21164	1041.0
21165	1041.0
21166	1041.0
21167	1041.0
21168	1041.0
21169	1041.0
21170	1041.0
21171	1041.0
21172	1041.0
21173	1041.0
21174	1041.0
21175	1041.0
21176	1042.0
21177	1042.0
21178	1042.0
21179	1042.0
21180	1042.0
21181	1042.0
21182	1043.0
21183	1043.0
21184	1043.0
21185	1043.0
21186	1043.0
21187	1043.0
21188	1043.0
21189	1043.0
21190	1043.0
21191	1043.0
21192	1044.0
21193	1044.0
21194	1044.0
21195	1044.0
21196	1044.0
21197	1044.0
21198	1044.0
21199	1045.0
21200	1045.0
21201	1045.0
21202	1045.0
21203	1045.0
21204	1045.0
21205	1045.0
21206	1045.0
21207	1045.0
21208	1045.0
21209	1045.0
21210	1045.0
21211	1045.0
21212	1045.0
21213	1045.0
21214	1045.0
21215	1046.0
21216	1046.0
21217	1046.0
21218	1046.0
21219	1046.0
21220	1046.0
21221	1046.0
21222	1046.0
21223	1046.0
21224	1046.0
21225	1047.0
21226	1047.0
21227	1047.0
21228	1047.0
21229	1047.0
21230	1047.0
21231	1047.0
21232	1048.0
21233	1048.0
21234	1048.0
21235	1048.0
21236	1048.0
21237	1048.0
21238	1048.0
21239	1048.0
21240	1048.0
21241	1049.0
21242	1049.0
21243	1049.0
21244	1049.0
21245	1049.0
21246	1049.0
21247	1049.0
21248	1049.0
21249	1050.0
21250	1050.0
21251	1050.0
21252	1050.0
21253	1050.0
21254	1050.0
21255	1050.0
21256	1050.0
21257	1050.0
21258	1050.0
21259	1050.0
21260	1050.0
21261	1050.0
21262	1050.0
21263	1050.0
21264	1051.0
21265	1051.0
21266	1051.0
21267	1051.0
21268	1051.0
21269	1051.0
21270	1051.0
21271	1051.0
21272	1051.0
21273	1051.0
21274	1051.0
21275	1051.0
21276	1051.0
21277	1052.0
21278	1052.0
21279	1052.0
21280	1052.0
21281	1052.0
21282	1052.0
21283	1052.0
21284	1052.0
21285	1053.0
21286	1053.0
21287	1053.0
21288	1053.0
21289	1053.0
21290	1053.0
21291	1053.0
21292	1053.0
21293	1053.0
21294	1053.0
21295	1054.0
21296	1054.0
21297	1054.0
21298	1054.0
21299	1054.0
21300	1054.0
21301	1054.0
21302	1054.0
21303	1054.0
21304	1055.0
21305	1055.0
21306	1055.0
21307	1055.0
21308	1055.0
21309	1055.0
21310	1055.0
21311	1055.0
21312	1056.0
21313	1056.0
21314	1056.0
21315	1056.0
21316	1056.0
21317	1056.0
21318	1056.0
21319	1056.0
21320	1056.0
21321	1056.0
21322	1056.0
21323	1057.0
21324	1057.0
21325	1057.0
21326	1057.0
21327	1057.0
21328	1057.0
21329	1057.0
21330	1058.0
21331	1058.0
21332	1058.0
21333	1058.0
21334	1058.0
21335	1059.0
21336	1059.0
21337	1059.0
21338	1059.0
21339	1059.0
21340	1059.0
21341	1059.0
21342	1060.0
21343	1060.0
21344	1060.0
21345	1060.0
21346	1061.0
21347	1061.0
21348	1061.0
21349	1061.0
21350	1061.0
21351	1061.0
21352	1061.0
21353	1062.0
21354	1062.0
21355	1062.0
21356	1062.0
21357	1062.0
21358	1062.0
21359	1062.0
21360	1062.0
21361	1063.0
21362	1063.0
21363	1063.0
21364	1063.0
21365	1063.0
21366	1063.0
21367	1063.0
21368	1063.0
21369	1063.0
21370	1064.0
21371	1064.0
21372	1064.0
21373	1064.0
21374	1064.0
21375	1064.0
21376	1064.0
21377	1065.0
21378	1065.0
21379	1065.0
21380	1065.0
21381	1065.0
21382	1065.0
21383	1065.0
21384	1065.0
21385	1066.0
21386	1066.0
21387	1066.0
21388	1066.0
21389	1066.0
21390	1066.0
21391	1066.0
21392	1067.0
21393	1067.0
21394	1067.0
21395	1067.0
21396	1067.0
21397	1067.0
21398	1067.0
21399	1068.0
21400	1068.0
21401	1068.0
21402	1068.0
21403	1068.0
21404	1068.0
21405	1068.0
21406	1068.0
21407	1069.0
21408	1069.0
21409	1069.0
21410	1070.0
21411	1070.0
21412	1070.0
21413	1070.0
21414	1070.0
21415	1070.0
21416	1070.0
21417	1071.0
21418	1071.0
21419	1071.0
21420	1071.0
21421	1071.0
21422	1071.0
21423	1071.0
21424	1071.0
21425	1071.0
21426	1071.0
21427	1071.0
21428	1072.0
21429	1072.0
21430	1072.0
21431	1072.0
21432	1073.0
21433	1073.0
21434	1073.0
21435	1073.0
21436	1073.0
21437	1073.0
21438	1073.0
21439	1073.0
21440	1073.0
21441	1073.0
21442	1073.0
21443	1073.0
21444	1073.0
21445	1074.0
21446	1074.0
21447	1074.0
21448	1074.0
21449	1074.0
21450	1074.0
21451	1074.0
21452	1075.0
21453	1075.0
21454	1075.0
21455	1075.0
21456	1075.0
21457	1075.0
21458	1075.0
21459	1075.0
21460	1075.0
21461	1076.0
21462	1076.0
21463	1076.0
21464	1076.0
21465	1076.0
21466	1076.0
21467	1076.0
21468	1077.0
21469	1077.0
21470	1077.0
21471	1077.0
21472	1077.0
21473	1077.0
21474	1077.0
21475	1077.0
21476	1077.0
21477	1077.0
21478	1077.0
21479	1077.0
21480	1077.0
21481	1077.0
21482	1077.0
21483	1078.0
21484	1078.0
21485	1078.0
21486	1078.0
21487	1078.0
21488	1078.0
21489	1079.0
21490	1079.0
21491	1080.0
21492	1080.0
21493	1080.0
21494	1080.0
21495	1080.0
21496	1080.0
21497	1080.0
21498	1080.0
21499	1080.0
21500	1080.0
21501	1080.0
21502	1080.0
21503	1080.0
21504	1081.0
21505	1081.0
21506	1081.0
21507	1082.0
21508	1082.0
21509	1082.0
21510	1082.0
21511	1082.0
21512	1082.0
21513	1083.0
21514	1083.0
21515	1083.0
21516	1083.0
21517	1083.0
21518	1083.0
21519	1083.0
21520	1083.0
21521	1083.0
21522	1084.0
21523	1084.0
21524	1084.0
21525	1084.0
21526	1084.0
21527	1084.0
21528	1084.0
21529	1084.0
21530	1084.0
21531	1084.0
21532	1085.0
21533	1085.0
21534	1085.0
21535	1085.0
21536	1085.0
21537	1085.0
21538	1085.0
21539	1085.0
21540	1085.0
21541	1085.0
21542	1085.0
21543	1085.0
21544	1086.0
21545	1086.0
21546	1086.0
21547	1087.0
21548	1087.0
21549	1087.0
21550	1087.0
21551	1087.0
21552	1087.0
21553	1087.0
21554	1087.0
21555	1088.0
21556	1088.0
21557	1088.0
21558	1088.0
21559	1088.0
21560	1088.0
21561	1088.0
21562	1088.0
21563	1088.0
21564	1088.0
21565	1088.0
21566	1089.0
21567	1090.0
21568	1090.0
21569	1090.0
21570	1090.0
21571	1090.0
21572	1090.0
21573	1090.0
21574	1090.0
21575	1091.0
21576	1091.0
21577	1091.0
21578	1091.0
21579	1091.0
21580	1091.0
21581	1091.0
21582	1091.0
21583	1091.0
21584	1091.0
21585	1091.0
21586	1092.0
21587	1092.0
21588	1092.0
21589	1092.0
21590	1093.0
21591	1093.0
21592	1093.0
21593	1093.0
21594	1093.0
21595	1093.0
21596	1093.0
21597	1093.0
21598	1094.0
21599	1094.0
21600	1094.0
21601	1094.0
21602	1094.0
21603	1094.0
21604	1094.0
21605	1095.0
21606	1095.0
21607	1095.0
21608	1095.0
21609	1095.0
21610	1095.0
21611	1095.0
21612	1096.0
21613	1096.0
21614	1096.0
21615	1096.0
21616	1096.0
21617	1096.0
21618	1096.0
21619	1096.0
21620	1096.0
21621	1097.0
21622	1097.0
21623	1097.0
21624	1097.0
21625	1097.0
21626	1098.0
21627	1098.0
21628	1098.0
21629	1098.0
21630	1098.0
21631	1098.0
21632	1098.0
21633	1098.0
21634	1098.0
21635	1098.0
21636	1098.0
21637	1098.0
21638	1098.0
21639	1099.0
21640	1099.0
21641	1099.0
21642	1099.0
21643	1099.0
21644	1099.0
21645	1100.0
21646	1100.0
21647	1100.0
21648	1100.0
21649	1100.0
21650	1100.0
21651	1100.0
21652	1100.0
21653	1100.0
21654	1100.0
21655	1100.0
21656	1100.0
21657	1101.0
21658	1101.0
21659	1101.0
21660	1101.0
21661	1101.0
21662	1101.0
21663	1101.0
21664	1101.0
21665	1101.0
21666	1101.0
21667	1101.0
21668	1102.0
21669	1102.0
21670	1102.0
21671	1102.0
21672	1102.0
21673	1102.0
21674	1102.0
21675	1102.0
21676	1102.0
21677	1102.0
21678	1103.0
21679	1103.0
21680	1103.0
21681	1103.0
21682	1103.0
21683	1103.0
21684	1103.0
21685	1103.0
21686	1103.0
21687	1103.0
21688	1103.0
21689	1103.0
21690	1103.0
21691	1103.0
21692	1104.0
21693	1104.0
21694	1104.0
21695	1105.0
21696	1105.0
21697	1105.0
21698	1105.0
21699	1105.0
21700	1105.0
21701	1106.0
21702	1106.0
21703	1106.0
21704	1106.0
21705	1106.0
21706	1106.0
21707	1106.0
21708	1106.0
21709	1106.0
21710	1107.0
21711	1107.0
21712	1107.0
21713	1107.0
21714	1107.0
21715	1107.0
21716	1107.0
21717	1107.0
21718	1107.0
21719	1108.0
21720	1108.0
21721	1108.0
21722	1108.0
21723	1108.0
21724	1108.0
21725	1108.0
21726	1108.0
21727	1108.0
21728	1108.0
21729	1109.0
21730	1109.0
21731	1109.0
21732	1109.0
21733	1109.0
21734	1109.0
21735	1109.0
21736	1109.0
21737	1109.0
21738	1110.0
21739	1110.0
21740	1110.0
21741	1110.0
21742	1110.0
21743	1110.0
21744	1111.0
21745	1111.0
21746	1111.0
21747	1111.0
21748	1111.0
21749	1112.0
21750	1112.0
21751	1112.0
21752	1112.0
21753	1112.0
21754	1112.0
21755	1112.0
21756	1112.0
21757	1112.0
21758	1112.0
21759	1113.0
21760	1113.0
21761	1113.0
21762	1113.0
21763	1113.0
21764	1113.0
21765	1114.0
21766	1114.0
21767	1114.0
21768	1114.0
21769	1114.0
21770	1114.0
21771	1114.0
21772	1115.0
21773	1115.0
21774	1115.0
21775	1115.0
21776	1115.0
21777	1115.0
21778	1115.0
21779	1115.0
21780	1115.0
21781	1116.0
21782	1116.0
21783	1116.0
21784	1116.0
21785	1116.0
21786	1116.0
21787	1117.0
21788	1117.0
21789	1117.0
21790	1117.0
21791	1117.0
21792	1117.0
21793	1117.0
21794	1117.0
21795	1117.0
21796	1117.0
21797	1117.0
21798	1117.0
21799	1117.0
21800	1117.0
21801	1117.0
21802	1117.0
21803	1118.0
21804	1118.0
21805	1118.0
21806	1118.0
21807	1118.0
21808	1118.0
21809	1118.0
21810	1119.0
21811	1119.0
21812	1119.0
21813	1119.0
21814	1119.0
21815	1119.0
21816	1120.0
21817	1120.0
21818	1120.0
21819	1120.0
21820	1120.0
21821	1120.0
21822	1120.0
21823	1120.0
21824	1121.0
21825	1121.0
21826	1121.0
21827	1121.0
21828	1121.0
21829	1121.0
21830	1122.0
21831	1122.0
21832	1122.0
21833	1122.0
21834	1122.0
21835	1122.0
21836	1122.0
21837	1122.0
21838	1122.0
21839	1123.0
21840	1123.0
21841	1123.0
21842	1123.0
21843	1123.0
21844	1123.0
21845	1123.0
21846	1124.0
21847	1124.0
21848	1124.0
21849	1124.0
21850	1124.0
21851	1125.0
21852	1125.0
21853	1125.0
21854	1125.0
21855	1125.0
21856	1125.0
21857	1125.0
21858	1125.0
21859	1126.0
21860	1126.0
21861	1126.0
21862	1126.0
21863	1126.0
21864	1126.0
21865	1127.0
21866	1127.0
21867	1127.0
21868	1127.0
21869	1127.0
21870	1127.0
21871	1127.0
21872	1127.0
21873	1127.0
21874	1127.0
21875	1127.0
21876	1127.0
21877	1128.0
21878	1128.0
21879	1128.0
21880	1128.0
21881	1128.0
21882	1129.0
21883	1129.0
21884	1129.0
21885	1129.0
21886	1129.0
21887	1129.0
21888	1129.0
21889	1129.0
21890	1129.0
21891	1129.0
21892	1129.0
21893	1129.0
21894	1130.0
21895	1130.0
21896	1130.0
21897	1130.0
21898	1130.0
21899	1130.0
21900	1130.0
21901	1130.0
21902	1130.0
21903	1131.0
21904	1131.0
21905	1131.0
21906	1132.0
21907	1132.0
21908	1132.0
21909	1132.0
21910	1132.0
21911	1132.0
21912	1132.0
21913	1132.0
21914	1132.0
21915	1132.0
21916	1133.0
21917	1133.0
21918	1133.0
21919	1133.0
21920	1133.0
21921	1133.0
21922	1133.0
21923	1133.0
21924	1133.0
21925	1133.0
21926	1133.0
21927	1134.0
21928	1134.0
21929	1134.0
21930	1134.0
21931	1134.0
21932	1134.0
21933	1134.0
21934	1135.0
21935	1135.0
21936	1135.0
21937	1135.0
21938	1135.0
21939	1135.0
21940	1136.0
21941	1137.0
21942	1137.0
21943	1137.0
21944	1137.0
21945	1137.0
21946	1137.0
21947	1137.0
21948	1137.0
21949	1137.0
21950	1137.0
21951	1138.0
21952	1138.0
21953	1138.0
21954	1138.0
21955	1138.0
21956	1139.0
21957	1139.0
21958	1139.0
21959	1139.0
21960	1140.0
21961	1140.0
21962	1140.0
21963	1140.0
21964	1140.0
21965	1140.0
21966	1140.0
21967	1140.0
21968	1140.0
21969	1140.0
21970	1140.0
21971	1140.0
21972	1140.0
21973	1140.0
21974	1141.0
21975	1141.0
21976	1141.0
21977	1141.0
21978	1142.0
21979	1142.0
21980	1142.0
21981	1142.0
21982	1142.0
21983	1142.0
21984	1142.0
21985	1142.0
21986	1142.0
21987	1142.0
21988	1142.0
21989	1143.0
21990	1143.0
21991	1143.0
21992	1143.0
21993	1144.0
21994	1144.0
21995	1144.0
21996	1144.0
21997	1145.0
21998	1145.0
21999	1145.0
22000	1145.0
22001	1145.0
22002	1145.0
22003	1146.0
22004	1146.0
22005	1146.0
22006	1146.0
22007	1146.0
22008	1146.0
22009	1146.0
22010	1146.0
22011	1147.0
22012	1147.0
22013	1147.0
22014	1147.0
22015	1147.0
22016	1147.0
22017	1147.0
22018	1147.0
22019	1147.0
22020	1148.0
22021	1148.0
22022	1148.0
22023	1148.0
22024	1148.0
22025	1148.0
22026	1149.0
22027	1149.0
22028	1149.0
22029	1149.0
22030	1149.0
22031	1149.0
22032	1149.0
22033	1149.0
22034	1149.0
22035	1149.0
22036	1149.0
22037	1149.0
22038	1150.0
22039	1150.0
22040	1150.0
22041	1150.0
22042	1150.0
22043	1150.0
22044	1150.0
22045	1150.0
22046	1151.0
22047	1151.0
22048	1151.0
22049	1151.0
22050	1151.0
22051	1152.0
22052	1152.0
22053	1152.0
22054	1152.0
22055	1152.0
22056	1152.0
22057	1152.0
22058	1153.0
22059	1153.0
22060	1153.0
22061	1153.0
22062	1154.0
22063	1154.0
22064	1154.0
22065	1154.0
22066	1154.0
22067	1154.0
22068	1154.0
22069	1155.0
22070	1155.0
22071	1156.0
22072	1156.0
22073	1156.0
22074	1156.0
22075	1156.0
22076	1157.0
22077	1157.0
22078	1157.0
22079	1157.0
22080	1157.0
22081	1157.0
22082	1157.0
22083	1157.0
22084	1157.0
22085	1157.0
22086	1158.0
22087	1158.0
22088	1158.0
22089	1159.0
22090	1159.0
22091	1159.0
22092	1159.0
22093	1159.0
22094	1159.0
22095	1159.0
22096	1159.0
22097	1159.0
22098	1160.0
22099	1160.0
22100	1160.0
22101	1160.0
22102	1160.0
22103	1160.0
22104	1160.0
22105	1161.0
22106	1161.0
22107	1161.0
22108	1161.0
22109	1161.0
22110	1161.0
22111	1161.0
22112	1162.0
22113	1162.0
22114	1162.0
22115	1162.0
22116	1162.0
22117	1162.0
22118	1162.0
22119	1162.0
22120	1162.0
22121	1162.0
22122	1163.0
22123	1163.0
22124	1164.0
22125	1164.0
22126	1164.0
22127	1164.0
22128	1164.0
22129	1164.0
22130	1164.0
22131	1164.0
22132	1165.0
22133	1165.0
22134	1165.0
22135	1165.0
22136	1165.0
22137	1165.0
22138	1166.0
22139	1166.0
22140	1166.0
22141	1166.0
22142	1166.0
22143	1166.0
22144	1167.0
22145	1167.0
22146	1167.0
22147	1168.0
22148	1168.0
22149	1168.0
22150	1168.0
22151	1168.0
22152	1169.0
22153	1169.0
22154	1169.0
22155	1169.0
22156	1169.0
22157	1169.0
22158	1169.0
22159	1169.0
22160	1169.0
22161	1169.0
22162	1169.0
22163	1169.0
22164	1170.0
22165	1170.0
22166	1170.0
22167	1171.0
22168	1171.0
22169	1171.0
22170	1171.0
22171	1171.0
22172	1172.0
22173	1172.0
22174	1172.0
22175	1172.0
22176	1172.0
22177	1172.0
22178	1173.0
22179	1173.0
22180	1173.0
22181	1173.0
22182	1173.0
22183	1173.0
22184	1174.0
22185	1174.0
22186	1174.0
22187	1174.0
22188	1174.0
22189	1174.0
22190	1174.0
22191	1174.0
22192	1174.0
22193	1174.0
22194	1174.0
22195	1174.0
22196	1174.0
22197	1175.0
22198	1175.0
22199	1175.0
22200	1175.0
22201	1175.0
22202	1176.0
22203	1176.0
22204	1176.0
22205	1176.0
22206	1176.0
22207	1177.0
22208	1177.0
22209	1177.0
22210	1177.0
22211	1177.0
22212	1178.0
22213	1178.0
22214	1179.0
22215	1179.0
22216	1179.0
22217	1179.0
22218	1179.0
22219	1179.0
22220	1179.0
22221	1179.0
22222	1179.0
22223	1179.0
22224	1179.0
22225	1180.0
22226	1180.0
22227	1180.0
22228	1180.0
22229	1181.0
22230	1181.0
22231	1181.0
22232	1181.0
22233	1181.0
22234	1181.0
22235	1181.0
22236	1182.0
22237	1182.0
22238	1182.0
22239	1182.0
22240	1182.0
22241	1182.0
22242	1182.0
22243	1182.0
22244	1183.0
22245	1183.0
22246	1183.0
22247	1183.0
22248	1183.0
22249	1184.0
22250	1184.0
22251	1184.0
22252	1184.0
22253	1184.0
22254	1184.0
22255	1185.0
22256	1185.0
22257	1185.0
22258	1185.0
22259	1186.0
22260	1186.0
22261	1186.0
22262	1186.0
22263	1186.0
22264	1186.0
22265	1186.0
22266	1186.0
22267	1186.0
22268	1187.0
22269	1187.0
22270	1187.0
22271	1187.0
22272	1187.0
22273	1188.0
22274	1188.0
22275	1188.0
22276	1188.0
22277	1188.0
22278	1188.0
22279	1188.0
22280	1188.0
22281	1188.0
22282	1189.0
22283	1189.0
22284	1189.0
22285	1189.0
22286	1189.0
22287	1189.0
22288	1190.0
22289	1190.0
22290	1190.0
22291	1190.0
22292	1190.0
22293	1190.0
22294	1191.0
22295	1191.0
22296	1191.0
22297	1191.0
22298	1191.0
22299	1191.0
22300	1192.0
22301	1192.0
22302	1192.0
22303	1192.0
22304	1192.0
22305	1192.0
22306	1192.0
22307	1192.0
22308	1192.0
22309	1193.0
22310	1193.0
22311	1193.0
22312	1193.0
22313	1193.0
22314	1193.0
22315	1194.0
22316	1194.0
22317	1194.0
22318	1194.0
22319	1194.0
22320	1194.0
22321	1194.0
22322	1194.0
22323	1194.0
22324	1194.0
22325	1195.0
22326	1195.0
22327	1195.0
22328	1195.0
22329	1195.0
22330	1195.0
22331	1195.0
22332	1196.0
22333	1196.0
22334	1196.0
22335	1196.0
22336	1197.0
22337	1197.0
22338	1197.0
22339	1197.0
22340	1197.0
22341	1197.0
22342	1197.0
22343	1198.0
22344	1198.0
22345	1199.0
22346	1199.0
22347	1199.0
22348	1199.0
22349	1199.0
22350	1199.0
22351	1199.0
22352	1199.0
22353	1199.0
22354	1199.0
22355	1199.0
22356	1200.0
22357	1200.0
22358	1200.0
22359	1200.0
22360	1200.0
22361	1201.0
22362	1201.0
22363	1201.0
22364	1201.0
22365	1201.0
22366	1201.0
22367	1201.0
22368	1201.0
22369	1201.0
22370	1201.0
22371	1202.0
22372	1202.0
22373	1202.0
22374	1202.0
22375	1203.0
22376	1203.0
22377	1203.0
22378	1204.0
22379	1204.0
22380	1204.0
22381	1204.0
22382	1204.0
22383	1205.0
22384	1205.0
22385	1205.0
22386	1205.0
22387	1205.0
22388	1206.0
22389	1206.0
22390	1206.0
22391	1206.0
22392	1206.0
22393	1206.0
22394	1206.0
22395	1206.0
22396	1206.0
22397	1206.0
22398	1207.0
22399	1207.0
22400	1207.0
22401	1207.0
22402	1207.0
22403	1208.0
22404	1209.0
22405	1209.0
22406	1209.0
22407	1209.0
22408	1209.0
22409	1210.0
22410	1210.0
22411	1210.0
22412	1210.0
22413	1210.0
22414	1210.0
22415	1210.0
22416	1211.0
22417	1211.0
22418	1211.0
22419	1211.0
22420	1211.0
22421	1211.0
22422	1211.0
22423	1212.0
22424	1212.0
22425	1212.0
22426	1212.0
22427	1212.0
22428	1212.0
22429	1212.0
22430	1212.0
22431	1213.0
22432	1213.0
22433	1213.0
22434	1213.0
22435	1213.0
22436	1213.0
22437	1214.0
22438	1214.0
22439	1214.0
22440	1214.0
22441	1215.0
22442	1215.0
22443	1215.0
22444	1215.0
22445	1215.0
22446	1215.0
22447	1216.0
22448	1216.0
22449	1216.0
22450	1216.0
22451	1216.0
22452	1217.0
22453	1217.0
22454	1217.0
22455	1218.0
22456	1218.0
22457	1218.0
22458	1219.0
22459	1219.0
22460	1219.0
22461	1219.0
22462	1219.0
22463	1219.0
22464	1219.0
22465	1220.0
22466	1220.0
22467	1220.0
22468	1220.0
22469	1220.0
22470	1221.0
22471	1221.0
22472	1221.0
22473	1221.0
22474	1221.0
22475	1222.0
22476	1222.0
22477	1222.0
22478	1222.0
22479	1222.0
22480	1222.0
22481	1222.0
22482	1222.0
22483	1224.0
22484	1224.0
22485	1224.0
22486	1224.0
22487	1224.0
22488	1224.0
22489	1225.0
22490	1225.0
22491	1226.0
22492	1226.0
22493	1226.0
22494	1226.0
22495	1226.0
22496	1226.0
22497	1226.0
22498	1226.0
22499	1226.0
22500	1226.0
22501	1227.0
22502	1227.0
22503	1227.0
22504	1227.0
22505	1228.0
22506	1228.0
22507	1228.0
22508	1228.0
22509	1229.0
22510	1229.0
22511	1229.0
22512	1229.0
22513	1230.0
22514	1230.0
22515	1230.0
22516	1230.0
22517	1230.0
22518	1231.0
22519	1231.0
22520	1231.0
22521	1231.0
22522	1232.0
22523	1232.0
22524	1232.0
22525	1232.0
22526	1232.0
22527	1233.0
22528	1233.0
22529	1233.0
22530	1233.0
22531	1233.0
22532	1234.0
22533	1234.0
22534	1234.0
22535	1234.0
22536	1234.0
22537	1234.0
22538	1234.0
22539	1234.0
22540	1234.0
22541	1234.0
22542	1235.0
22543	1235.0
22544	1235.0
22545	1235.0
22546	1236.0
22547	1236.0
22548	1236.0
22549	1236.0
22550	1236.0
22551	1236.0
22552	1236.0
22553	1236.0
22554	1236.0
22555	1236.0
22556	1237.0
22557	1237.0
22558	1238.0
22559	1238.0
22560	1238.0
22561	1238.0
22562	1238.0
22563	1238.0
22564	1238.0
22565	1238.0
22566	1238.0
22567	1239.0
22568	1239.0
22569	1239.0
22570	1239.0
22571	1239.0
22572	1239.0
22573	1239.0
22574	1239.0
22575	1239.0
22576	1240.0
22577	1240.0
22578	1240.0
22579	1240.0
22580	1241.0
22581	1241.0
22582	1241.0
22583	1241.0
22584	1242.0
22585	1242.0
22586	1242.0
22587	1242.0
22588	1243.0
22589	1243.0
22590	1243.0
22591	1243.0
22592	1244.0
22593	1244.0
22594	1244.0
22595	1245.0
22596	1245.0
22597	1245.0
22598	1245.0
22599	1245.0
22600	1246.0
22601	1246.0
22602	1246.0
22603	1246.0
22604	1246.0
22605	1246.0
22606	1247.0
22607	1247.0
22608	1247.0
22609	1248.0
22610	1248.0
22611	1248.0
22612	1248.0
22613	1248.0
22614	1248.0
22615	1249.0
22616	1249.0
22617	1249.0
22618	1249.0
22619	1250.0
22620	1250.0
22621	1250.0
22622	1251.0
22623	1251.0
22624	1251.0
22625	1251.0
22626	1251.0
22627	1251.0
22628	1251.0
22629	1251.0
22630	1251.0
22631	1252.0
22632	1252.0
22633	1252.0
22634	1252.0
22635	1252.0
22636	1253.0
22637	1253.0
22638	1253.0
22639	1253.0
22640	1253.0
22641	1253.0
22642	1253.0
22643	1253.0
22644	1254.0
22645	1254.0
22646	1254.0
22647	1254.0
22648	1254.0
22649	1254.0
22650	1255.0
22651	1255.0
22652	1255.0
22653	1255.0
22654	1256.0
22655	1256.0
22656	1256.0
22657	1256.0
22658	1256.0
22659	1256.0
22660	1256.0
22661	1256.0
22662	1256.0
22663	1256.0
22664	1257.0
22665	1257.0
22666	1258.0
22667	1258.0
22668	1258.0
22669	1259.0
22670	1259.0
22671	1260.0
22672	1260.0
22673	1260.0
22674	1260.0
22675	1260.0
