transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Cluster-80718.55492_A0.TRINITY_DN2573_c1_g1_i11	141.341130505909	25.2143576893841	3.02645037059726	8.33133030508214	7.99389572659795e-17	1.48054860214087e-12
Cluster-80718.56592_A0.TRINITY_DN5776_c0_g1_i1	32.6817904632789	-5.62898054841028	1.03686665479263	-5.42883747142593	5.67223084211096e-08	9.78151699082594e-05
Cluster-80718.56851_A0.TRINITY_DN4698_c0_g1_i1	765.621615928717	3.33262022171165	0.286873214873775	11.617049096682	3.37596283372387e-31	4.71557864577385e-26
Cluster-80718.56854_A1.NODE_44843_length_3613_cov_153.575860_g17658_i0	147.004527701811	2.89196091843319	0.613228460757594	4.71596004344027	2.40573648045342e-06	0.00287209980620696
Cluster-80718.57075_A0.TRINITY_DN12910_c0_g1_i5	55.7270454302135	9.4164040120629	2.29401909853769	4.10476269271923	4.04730129812448e-05	0.0330602978142295
Cluster-80718.58371_A0.TRINITY_DN66005_c0_g2_i5	24.6534800429314	23.0149858730614	2.87908532845929	7.99385334139353	1.30785327646698e-15	6.76600938926609e-12
Cluster-80718.59175_A0.TRINITY_DN3791_c0_g1_i3	51.7999989572855	-23.0266267995965	3.01822543429296	-7.62919380970316	2.3622627810144e-14	6.73394341867087e-11
Cluster-80718.59768_A1.NODE_48742_length_3387_cov_37.992169_g19056_i0	71.6011607880867	-6.86711911100864	1.5674336660319	-4.38112263365719	1.18069391271809e-05	0.0116964898171897
Cluster-80718.60089_A1.NODE_30332_length_4738_cov_697.394562_g9333_i5	981.824337984386	1.53088627901835	0.310144653832498	4.93603955477223	7.97249447106867e-07	0.00107077500020514
Cluster-80718.61299_A0.TRINITY_DN3967_c0_g1_i3	23.593661503423	-1.56484046051724	0.385672643914195	-4.0574318277689	4.96152931843966e-05	0.0387168366887692
Cluster-80718.61677_A1.NODE_22627_length_5597_cov_13.745570_g5140_i3	47.1973807206356	-7.74902826860317	0.972067509007335	-7.97169764116115	1.56509343975762e-15	7.80763631281373e-12
Cluster-80718.61678_A1.NODE_64461_length_2641_cov_13.013986_g25003_i0	21.8132698685001	-7.79708760956427	1.01822565711244	-7.65752419917979	1.89551639526379e-14	5.75581794797483e-11
Cluster-80718.61865_A1.NODE_23909_length_5438_cov_85.941352_g10139_i0	219.086865020787	1.68123884139729	0.420883315296638	3.99454856083416	6.48176360236508e-05	0.0468081886838314
Cluster-80718.64159_A1.NODE_3730_length_11016_cov_55.222121_g2116_i0	472.749819385154	1.30692498047853	0.32536004442181	4.01685764089761	5.89793281204797e-05	0.0441376923640663
Cluster-80718.64511_A1.NODE_36800_length_4183_cov_24.532313_g14741_i0	17.5885969636879	7.75263093217456	1.69775718876375	4.56639558559004	4.9618201101128e-06	0.0052906259145089
Cluster-80718.64857_A1.NODE_88427_length_1890_cov_21.945145_g25261_i1	10.380081593773	-5.54493948529003	1.3883526936418	-3.99389831610082	6.49957462408527e-05	0.0468081886838314
Cluster-80718.6629_A0.TRINITY_DN4207_c1_g1_i19	39.0612892708129	-22.6406281867429	2.99795342915842	-7.55202798233545	4.28532382713581e-14	1.17368297548658e-10
Cluster-80718.66387_A1.NODE_75401_length_2260_cov_97.096671_g47_i168	74.3297498795776	-2.58759506564579	0.549598724557617	-4.70815333082986	2.49971045629924e-06	0.00293413492643979
Cluster-80718.66473_A1.NODE_105597_length_1529_cov_556.619015_g45042_i0	10.0324889202914	-5.47952697856535	1.04045164265284	-5.2664888534312	1.39057685907887e-07	0.000218244007025838
Cluster-80718.67402_A0.TRINITY_DN3108_c1_g1_i15	50.4262514095406	23.9900701071876	2.98612771053764	8.03383928374192	9.44689258605264e-16	6.76301996900314e-12
Cluster-80718.68506_A1.NODE_85913_length_1954_cov_1594.679915_g29304_i2	482.681785110224	-3.4028948729657	0.338398804789879	-10.055871429802	8.655225451709e-24	4.02990182106722e-19
Cluster-80718.69758_A0.TRINITY_DN30530_c0_g1_i1	72.2066594011875	9.79041455495985	1.97280659794922	4.96268339995274	6.95258634920688e-07	0.00096152892459759
Cluster-80718.70949_A0.TRINITY_DN2546_c0_g1_i7	680.837869666747	7.55170819381249	1.68339200883947	4.48600691589276	7.25703867196747e-06	0.00734543781694991
Cluster-80718.71682_A1.NODE_354250_length_398_cov_16.619335_g274854_i0	3.35934146917855	-5.09614715360396	1.2392941059577	-4.1121370053364	3.92013537631432e-05	0.0322099076175859
Cluster-80718.72359_A0.TRINITY_DN29102_c0_g1_i1	103.910869392652	-23.9981052723073	3.02648468492304	-7.92936616922532	2.20267188432108e-15	9.61473160855791e-12
Cluster-80718.7351_A0.TRINITY_DN297_c0_g1_i1	121.973412359484	25.1935633834714	3.02649182043252	8.32434543962223	8.47959909875141e-17	1.48054860214087e-12
Cluster-80718.74767_A0.TRINITY_DN2999_c0_g3_i37	111.92896488525	10.4224985808887	1.74525888413041	5.97189258032732	2.34516933499219e-09	4.88918802807528e-06
Cluster-80718.74767_A0.TRINITY_DN2999_c0_g3_i46	35.2235033997981	23.4978421001148	2.93048765058122	8.01840679842289	1.07125520312135e-15	6.76301996900314e-12
Cluster-80718.7601_A1.NODE_63479_length_2681_cov_29.458684_g6920_i2	31.7757507366416	2.25382621333341	0.52560616820336	4.28805130091509	1.8024746948763e-05	0.0166736071427164
Cluster-80718.76430_A0.TRINITY_DN2797_c0_g1_i1	25.4496045362205	23.0577661011503	2.89939068016553	7.95262475625876	1.82600795116234e-15	8.46430258706422e-12
Cluster-80718.76570_A0.TRINITY_DN4812_c0_g1_i4	16.6616124328075	7.67383073411184	1.56619782577816	4.89965610206305	9.60045474462921e-07	0.00124166770294866
Cluster-80718.77335_A1.NODE_88756_length_1882_cov_177.993388_g13747_i3	37.0225223446908	7.02490644212877	1.07906762684617	6.51016328111029	7.5069161227571e-11	1.71897303433252e-07
Cluster-80718.77804_A0.TRINITY_DN16380_c0_g1_i24	67.1537618388966	9.68552855186332	1.73306653203408	5.5886651624941	2.28821680298287e-08	4.15091443191493e-05
Cluster-80718.78045_A1.NODE_96868_length_1696_cov_16.688766_g39895_i0	16.0664915337112	-7.35591993985763	1.61541370014854	-4.55358273808205	5.27399151032132e-06	0.00558088187994843
Cluster-80718.7946_A1.NODE_1038_length_15107_cov_63.916423_g495_i2	67.1925572478464	9.68625158237894	1.89659911548883	5.10716867010791	3.27021820173727e-07	0.000475820154830066
Cluster-80718.81925_A0.TRINITY_DN7650_c0_g1_i43	36.2611843252145	5.46467156332077	1.36200761454976	4.01221807054817	6.0150895100165e-05	0.0444546940660643
Cluster-80718.82012_A1.NODE_137116_length_1103_cov_6.577220_g66903_i0	4.83881906719807	-5.62398753007371	1.17583370813733	-4.78297865689089	1.72716470885602e-06	0.00217344228556503
Cluster-80718.82894_A1.NODE_71209_length_2391_cov_18.787005_g27727_i0	28.7236874803518	5.98519142446354	0.869981623374059	6.87967568929917	5.99889723372364e-12	1.39655327417292e-08
Cluster-80718.85269_A1.NODE_94499_length_1747_cov_14.491667_g38565_i0	7.06659637199573	6.44222681071275	1.23460669184472	5.21803976381088	1.80826649410884e-07	0.000271591905552276
Cluster-80718.87048_A1.NODE_44483_length_3635_cov_101.377803_g17532_i0	44.4120720734235	-21.762038582641	2.99546222082349	-7.26500185225448	3.73033159782475e-13	9.30457942706714e-10
Cluster-80718.87325_A1.NODE_106955_length_1506_cov_9.270327_g45834_i0	9.06763541748107	4.10326102531744	1.0291459151689	3.98705466818477	6.68986150427278e-05	0.0474338347603211
Cluster-80718.9209_A0.TRINITY_DN3650_c1_g1_i14	102.070069828863	-23.9770199301606	3.02649006472551	-7.92238514496337	2.32997280689944e-15	9.86221004971274e-12
Cluster-80718.9610_A1.NODE_56985_length_2965_cov_248.461353_g13127_i6	145.493727281698	1.77065925517692	0.434591054097093	4.07431132897027	4.61507097967874e-05	0.0364202107069213
Cluster-81429.2_A0.TRINITY_DN55092_c0_g3_i1	3.91585023152556	-4.70868846338359	1.17236083452535	-4.0164157013058	5.90899869852048e-05	0.0441376923640663
Cluster-89847.0_A1.NODE_33330_length_4461_cov_11.137915_g13550_i0	34.710439795197	4.04690076035546	0.88505501214459	4.57248499225981	4.81973755068864e-06	0.00517865969859799
Cluster-92476.0_A1.NODE_13402_length_7167_cov_9.659437_g6206_i0	55.7005001041552	4.66171479155651	0.661099897401151	7.05145290429203	1.77059157347825e-12	4.19183053516975e-09
Cluster-95407.0_A0.TRINITY_DN48724_c0_g2_i1	3.95304693557993	-5.34809544560592	1.30508478259263	-4.09789119982046	4.16931157372472e-05	0.0336632144467886
Cluster-95930.0_A1.NODE_153104_length_963_cov_5.470982_g79904_i0	4.01506292364069	4.99749273641293	1.2448475096854	4.0145421005629	5.95613121023782e-05	0.0442531044455973
Cluster-99396.0_A0.TRINITY_DN15422_c0_g1_i7	5.53161241437136	4.87706467246432	1.2041500337799	4.05021345816428	5.11709339570693e-05	0.0397089290336522
