baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NODE_4737_length_7835_cov_422.486612_g661_i6	414.047101975209	-7.84671619125594	0.606245798584241	-12.9431267145773	2.56954798776777e-38	1.2188308273578e-33
NODE_47775_length_3086_cov_44.082146_g16298_i0	19.6237273893901	5.91060910528498	1.36666916134224	4.32482803627471	1.52650894295286e-05	0.0126878332387564
NODE_47893_length_3080_cov_25.373714_g16344_i0	114.801415911366	3.28414720556014	0.645129020898744	5.09068279238922	3.56776445564598e-07	0.000629610669866335
NODE_48598_length_3050_cov_12.635267_g16633_i0	53.2360598251186	-4.70743069701127	0.669464763568282	-7.03163325866535	2.04129773840762e-12	1.00165072232118e-08
NODE_49100_length_3027_cov_29.006081_g561_i164	30.0225596194054	6.51685383672666	1.3078682393736	4.98280609662015	6.26687429425724e-07	0.000969328781464239
NODE_49463_length_3011_cov_931.268342_g131_i111	51.7207650153536	-9.13666354900132	2.13066760394928	-4.28816936628976	1.80151709741842e-05	0.0143216583508234
NODE_49550_length_3008_cov_360.906494_g10510_i2	18.0171356998123	-5.07050696668667	1.16817805191911	-4.34052579429713	1.42142180903074e-05	0.0121119607692745
NODE_49742_length_3000_cov_3592.451415_g13189_i3	156.260696685549	-4.13800891329631	0.445672582022186	-9.28486310403165	1.61915182674464e-20	1.77236095459684e-16
NODE_51545_length_2924_cov_338.634232_g11790_i8	30.7895697919917	8.44168500729954	1.36207545671623	6.19766325402503	5.73075856103002e-10	1.8964945906817e-06
NODE_52112_length_2901_cov_214.164785_g2904_i11	30.9924610626853	-4.0882150802567	0.742512661327773	-5.50591968754591	3.67245935426589e-08	8.03991751648293e-05
NODE_521986_length_318_cov_1.250996_g426886_i0	6.94308481642216	6.29175015396205	1.49604117279333	4.205599597379	2.60390884221493e-05	0.0186200418168858
NODE_52536_length_2884_cov_126.616968_g17998_i0	459.613645908672	6.58517913851986	1.45530831044236	4.52493749349801	6.04133582914748e-06	0.00614455597040963
NODE_52682_length_2878_cov_24.374956_g18049_i0	108.791749192798	-3.10941370364544	0.7875749175646	-3.94808625096977	7.87784241306418e-05	0.0446623447498584
NODE_53199_length_2858_cov_6.265496_g18255_i0	13.1863564656666	-3.62887540427234	0.878520422061082	-4.13066710021231	3.61712061346792e-05	0.0247461480969759
NODE_53577_length_2843_cov_6.078170_g18383_i0	23.2929401041372	-2.58333926720291	0.597468495361251	-4.32380834681657	1.53358536979087e-05	0.0126878332387564
NODE_54221_length_2821_cov_4.130719_g18609_i0	14.6288309361507	7.3660641781623	1.37909242405091	5.3412404054294	9.23127377655672e-08	0.000190379636185188
NODE_54579_length_2809_cov_3.221371_g18751_i0	12.6876631489417	5.27670515100844	1.31341738598948	4.01753867985626	5.88091844498417e-05	0.0360715765361937
NODE_55246_length_2785_cov_280.997057_g19006_i0	402.155774622324	12.1469158996387	1.26625879259192	9.59275937170392	8.57601518574673e-22	1.1094323063154e-17
NODE_55918_length_2762_cov_17.187755_g19240_i0	70.233771675772	-4.66354579830869	0.628646508683582	-7.4183913119543	1.18551404205519e-13	6.74799334793983e-10
NODE_56182_length_2752_cov_57.364618_g5545_i1	16.4705872725226	-5.02012475697039	1.07993117667879	-4.64855989472333	3.34260563825318e-06	0.00396380104107555
NODE_57848_length_2697_cov_6.515209_g19924_i0	27.9401865273197	6.40964847463083	1.48494025293705	4.31643526529317	1.58569155437368e-05	0.0129576827903812
NODE_58180_length_2684_cov_433.024455_g19006_i3	292.426334688515	11.6873938134589	1.93777735071404	6.03133987976086	1.62605789096605e-09	4.86728597975199e-06
NODE_59101_length_2652_cov_278.016248_g11902_i1	13.5625914283514	7.25450499574433	1.42794937739886	5.08036567021659	3.76709033542681e-07	0.000643904628554476
NODE_5989_length_7344_cov_139.527140_g53_i19	93.8199401158219	-4.30321484158843	0.848407090422246	-5.07211088894454	3.93427009942968e-07	0.000658647728728169
NODE_60167_length_2617_cov_1424.676078_g1292_i33	876.321921638966	7.82059652887076	1.54264323280156	5.06960803546778	3.98635808806771e-07	0.000659607839872236
NODE_6043_length_7328_cov_671.273654_g1566_i3	32.2186773903587	4.23868059412005	0.721628621111912	5.8737700669202	4.25994133096816e-09	1.11062348794175e-05
NODE_61464_length_2574_cov_8.925808_g4512_i3	30.3425640367265	-3.31272389405941	0.704979112411668	-4.6990383626075	2.613893557073e-06	0.00329167846960217
NODE_61585_length_2569_cov_311.947242_g19482_i3	506.008582361304	-1.73977995180269	0.348409458918717	-4.99349230414715	5.92971496759098e-07	0.000927257549014467
NODE_61825_length_2562_cov_12.958317_g21467_i0	44.7698677796084	2.24439052703214	0.494450939440186	4.53915717011929	5.64795271130976e-06	0.00598450742417166
NODE_61850_length_2561_cov_16.025261_g21480_i0	24.0141654334878	2.6968230636229	0.672444796891823	4.01047502499561	6.05967102720494e-05	0.0365380189339954
NODE_62933_length_2527_cov_403.165041_g3216_i4	1266.97371157048	-7.69089534378705	1.70000281081339	-4.52404860442981	6.06677826129929e-06	0.00614455597040963
NODE_62947_length_2527_cov_35.419919_g21915_i0	148.839818578836	1.97434515116614	0.502233300606421	3.93113150558162	8.45470075410258e-05	0.0469965770316231
NODE_63533_length_2510_cov_181.810070_g21075_i1	7.32525148046115	-6.32031026010758	1.58586513639282	-3.98540210959151	6.73659457991899e-05	0.0397769354903341
NODE_63644_length_2507_cov_4.480738_g22231_i0	26.1733607214121	2.40695292242838	0.608374701905692	3.95636589570337	7.60985755865305e-05	0.043664933082818
NODE_6408_length_7203_cov_189.503223_g1062_i2	140.442690470025	-3.55492632859212	0.600407723976761	-5.92085375758709	3.20274569298261e-09	8.93635127170821e-06
NODE_64748_length_2472_cov_33.431185_g22175_i1	44.0195424378772	-6.46022388096637	0.958518776890583	-6.73979898643532	1.58605902654496e-11	6.83932683443559e-08
NODE_67168_length_2402_cov_6.234690_g23596_i0	18.9268268676885	6.76782092914047	1.36181584572522	4.96970346643042	6.70553728262501e-07	0.00101511134133492
NODE_67613_length_2388_cov_31.416200_g23781_i0	18.7893170669496	6.75803093572242	1.48053269712607	4.56459418210805	5.00461489276371e-06	0.00547816695273207
NODE_67632_length_2387_cov_220.159052_g2020_i8	71.7587199308114	7.21894681587377	0.929388167110553	7.76741847092514	8.01018640228719e-15	5.18117061469032e-11
NODE_67643_length_2387_cov_24.462931_g23795_i0	99.340976657501	2.55214958186805	0.424812381126879	6.00770998034022	1.88162032050879e-09	5.46441741283105e-06
NODE_68611_length_2359_cov_49.156195_g24165_i0	109.437209407171	-3.79335028846969	0.773068563509231	-4.90687432852054	9.25392844564271e-07	0.0013168432717434
NODE_68997_length_2347_cov_12804.974123_g2697_i7	181.608115294237	-3.41812891758113	0.765884940966948	-4.46297966541249	8.08277261866662e-06	0.00771937333160321
NODE_72968_length_2243_cov_20.800092_g25958_i0	36.8759393392041	3.66797142968896	0.729352127271237	5.02908169118822	4.92834405732941e-07	0.000787986840114644
NODE_73034_length_2241_cov_623.764489_g25987_i0	198.293523146872	3.08314945350942	0.420692638407647	7.32874591097999	2.32316364739596e-13	1.2714942699542e-09
NODE_74176_length_2213_cov_19.068966_g14963_i2	52.8905767452234	3.60865669096322	0.804667643455109	4.4846549010822	7.30320357866898e-06	0.00708387328886254
NODE_74476_length_2205_cov_23.162769_g26581_i0	27.1049943845562	8.25267726838896	1.32698560490951	6.21911589534668	4.99963928805281e-10	1.73525285446147e-06
NODE_75659_length_2174_cov_42.699098_g13095_i2	16.3772782854973	-3.46819308202847	0.857999483162962	-4.0421855141954	5.29553094934694e-05	0.0331319229910232
NODE_75738_length_2172_cov_9.700238_g27115_i0	27.3477278675172	-3.54829479855879	0.67846071987591	-5.22991927846282	1.69584070846415e-07	0.000321759771540209
NODE_76252_length_2159_cov_6.149618_g27337_i0	18.2720418672854	4.77850113092628	1.18262606812218	4.04058498263427	5.33180396830964e-05	0.0331319229910232
NODE_76389_length_2155_cov_416.507184_g27410_i0	75.1510809088028	-2.87002130584232	0.721103333577047	-3.98004165589629	6.89031933899959e-05	0.0405165013330157
NODE_76638_length_2149_cov_323.676753_g10261_i3	28.1905778399622	-2.40919462984604	0.590233698440926	-4.08176394572151	4.46951801905004e-05	0.0291789354639866
NODE_77759_length_2122_cov_43.786861_g27994_i0	126.619367738366	6.3253162760782	1.53804817202835	4.11256057587358	3.91294752184489e-05	0.0265150640621928
NODE_77802_length_2121_cov_223.140214_g18159_i1	42.9699089278053	3.90272732347753	0.768455310449484	5.07866530481095	3.80095633892776e-07	0.000643904628554476
NODE_78064_length_2115_cov_95.752930_g13631_i1	19.0605698326327	6.77264227069167	1.53501362310781	4.41210564436534	1.02370138567865e-05	0.00933805967201651
NODE_7822_length_6788_cov_2254.982741_g105_i19	822.128402919874	-4.94973309778892	0.526420495954647	-9.40262230636125	5.32198389930119e-21	6.31103025712049e-17
NODE_7876_length_6770_cov_219.505893_g2904_i0	284.261469518144	-4.2727125618384	0.517483409946377	-8.25671408921332	1.4973752805201e-16	1.18376666551828e-12
NODE_79277_length_2086_cov_25.006439_g23529_i1	14.5872144714599	-4.01646863185416	0.942470123317221	-4.26164027111794	2.029319153918e-05	0.0155254916624562
NODE_8102_length_6707_cov_342.640813_g2904_i1	2349.48388438438	-4.80728685789001	0.403326193692824	-11.9191040231601	9.41152129317702e-33	2.67853778308077e-28
NODE_81247_length_2040_cov_7.525089_g29566_i0	20.9108259330993	4.98911760913081	1.17723604227089	4.23799257751811	2.2552722337803e-05	0.0164578202122652
NODE_84447_length_1970_cov_151.449291_g30509_i1	54.7860338122265	9.27063003850185	2.02808727732755	4.57111986359776	4.85124678680003e-06	0.00535145169773978
NODE_85423_length_1948_cov_6.777246_g22838_i1	14.500268093408	7.35747512285417	1.38324648764482	5.31899064163273	1.04344501927044e-07	0.000209131365756623
NODE_86561_length_1923_cov_1017.881466_g25292_i6	1032.3507233174	-3.01916951163082	0.3824026338071	-7.89526338135479	2.89702797990708e-15	1.9630951360417e-11
NODE_86764_length_1920_cov_5.650836_g32109_i0	15.5214510808607	4.50498456668478	0.988166195046335	4.55893410366416	5.14138990808663e-06	0.00558492309397431
NODE_87051_length_1913_cov_344.228061_g17263_i6	38.0490524747694	-2.3599204136228	0.58389173793746	-4.04170886534375	5.30630877125606e-05	0.0331319229910232
NODE_87268_length_1909_cov_28.381107_g15273_i1	25.9888254676479	-8.14300903056878	1.28852439117193	-6.31963902768081	2.62174987154373e-10	9.42910372375481e-07
NODE_87810_length_1899_cov_17.980895_g6548_i4	12.8916682175276	-7.13171967977852	1.36243729714331	-5.23453056865952	1.65404697007165e-07	0.000318070997146171
NODE_88402_length_1887_cov_16.543407_g32915_i0	27.5308099683681	-2.31586402166497	0.571873424995974	-4.04960944230146	5.13031812027144e-05	0.032591491019319
NODE_89709_length_1861_cov_553.575808_g21032_i1	342.851574923569	-9.3038150000561	1.72441430475281	-5.39534784327239	6.83909281750771e-08	0.000147456022276388
NODE_91168_length_1832_cov_115.401700_g820_i9	24.3558794267125	3.52906060778311	0.856632437908925	4.11969060662434	3.79381476350589e-05	0.0258307959168254
NODE_91440_length_1827_cov_15.744318_g34386_i0	29.2138272534331	8.36021423770942	1.3452631614437	6.21455673307626	5.14697359466855e-10	1.74385592736888e-06
NODE_91972_length_1817_cov_20.256571_g34668_i0	46.1450730148345	9.0231174074475	1.25316242519546	7.20027765438315	6.00900704812024e-13	3.16699152575762e-09
NODE_92278_length_1811_cov_4.521216_g34840_i0	11.1979222491659	5.99536941624686	1.38765005512389	4.32051971180268	1.55662149675321e-05	0.0128039766248254
NODE_92684_length_1803_cov_273.114055_g156_i68	16.7912112835204	4.67439931406016	1.01022916092105	4.62706828795003	3.70878254847804e-06	0.00425615697928204
NODE_92907_length_1799_cov_24.491339_g25958_i1	26.6409958121399	4.99923919649203	0.943208976940105	5.30024556457279	1.15647027910228e-07	0.000228565107203519
NODE_93076_length_1795_cov_1652.802083_g24587_i1	1304.60661020225	-2.56473337424308	0.532103910107845	-4.81998595673404	1.43568327203835e-06	0.00196441505090701
NODE_9418_length_6380_cov_30.440995_g3446_i0	10.9276552559197	-6.89391458562546	1.48241400989061	-4.65046507900594	3.31187322570506e-06	0.00396036026799206
NODE_94303_length_1772_cov_223.485630_g35873_i0	93.5532313198635	2.1125905048692	0.431550039535289	4.89535467809046	9.81285842564567e-07	0.00138255402656218
NODE_9508_length_6364_cov_224.438463_g3476_i0	258.900505119149	1.65651057162618	0.411031094285334	4.03013444641306	5.57449591737401e-05	0.0343401014518718
NODE_9581_length_6347_cov_39.839013_g3501_i0	232.533041160129	7.18514331989979	0.587791928104005	12.2239571119603	2.31533982802458e-34	8.23687932169313e-30
NODE_9625_length_6335_cov_64.670708_g3520_i0	494.997347072435	-5.89682701891556	0.384617812157362	-15.3316534817762	4.69871877977766e-53	6.68632381081141e-48
NODE_96542_length_1731_cov_273.733774_g36966_i0	15.3716344532698	7.43283541245045	1.38734882194344	5.35758224239405	8.4342978998117e-08	0.000179135675438971
NODE_96633_length_1730_cov_16.592904_g37009_i0	99.2367012501686	2.01240260052261	0.475254775830505	4.23436586619451	2.29197537948248e-05	0.0166403259426396
NODE_98088_length_1702_cov_105.625688_g28788_i1	10.2667875373457	-6.80197153731349	1.46984403588653	-4.62768251000925	3.69780316562093e-06	0.00425615697928204
NODE_98139_length_1701_cov_224.116891_g37828_i0	29.1227324787417	-3.5458069299311	0.70179380711766	-5.05249105074622	4.36084795895881e-07	0.000705173892508862
NODE_992_length_11364_cov_50.579623_g436_i0	430.342681260251	-3.35899757667844	0.38311145849461	-8.76767713990393	1.82389944290962e-18	1.62214196640926e-14
NODE_99745_length_1674_cov_163.548227_g6045_i3	21.4295019328307	-7.86288508927164	1.35378877491703	-5.80805900813702	6.32012436382513e-09	1.57782459139768e-05
